Date,Open,High,Low,Close,Volume,Ma5,Return
7/24/2000,1480.189941,1485.880005,1463.800049,1464.290039,880300000,1483.149975,-1.074179844
7/25/2000,1464.290039,1476.22998,1464.290039,1474.469971,969400000,1479.295972,0.695212815
7/26/2000,1474.469971,1474.469971,1452.420044,1452.420044,1235800000,1473.387988,-1.495447682
7/27/2000,1452.420044,1464.910034,1445.329956,1449.619995,1156400000,1464.197998,-0.19278507
7/28/2000,1449.619995,1456.680054,1413.890015,1419.890015,980000000,1452.138013,-2.050880928
7/31/2000,1419.890015,1437.650024,1418.709961,1430.829956,952600000,1445.445996,0.770478057
8/1/2000,1430.829956,1443.540039,1428.959961,1438.099976,938700000,1438.171997,0.508098113
8/2/2000,1438.099976,1451.589966,1433.48999,1438.699951,994500000,1435.427979,0.041719978
8/3/2000,1438.699951,1454.189941,1425.430054,1452.560059,1095600000,1436.015991,0.963377248
8/4/2000,1452.560059,1462.930054,1451.310059,1462.930054,956000000,1444.623999,0.713911617
8/7/2000,1462.930054,1480.800049,1460.719971,1479.319946,854800000,1454.321997,1.120346934
8/8/2000,1479.319946,1484.52002,1472.609985,1482.800049,992200000,1463.262012,0.235250191
8/9/2000,1482.800049,1490.329956,1471.160034,1472.869995,1054000000,1470.096021,-0.669682605
8/10/2000,1472.869995,1475.150024,1459.890015,1460.25,940800000,1471.634009,-0.856830205
8/11/2000,1460.25,1475.719971,1453.060059,1471.839966,835500000,1473.415991,0.793697381
8/14/2000,1471.839966,1491.640015,1468.560059,1491.560059,783800000,1475.864014,1.339825895
8/15/2000,1491.560059,1493.119995,1482.73999,1484.430054,895900000,1476.190015,-0.478023326
8/16/2000,1484.430054,1496.089966,1475.73999,1479.849976,929800000,1477.586011,-0.30854118
8/17/2000,1479.849976,1499.319946,1479.849976,1496.069946,922400000,1484.75,1.096055023
8/18/2000,1496.069946,1499.469971,1488.98999,1491.719971,821400000,1488.726001,-0.290760135
8/21/2000,1491.719971,1502.839966,1491.130005,1499.47998,731600000,1490.309985,0.520205478
8/22/2000,1499.47998,1508.449951,1497.420044,1498.130005,818800000,1493.049976,-0.090029545
8/23/2000,1498.130005,1507.199951,1489.52002,1505.969971,871000000,1498.273975,0.5233168
8/24/2000,1505.969971,1511.160034,1501.25,1508.310059,837100000,1500.721997,0.155387428
8/25/2000,1508.310059,1513.469971,1505.089966,1506.449951,685600000,1503.667993,-0.12332398
8/28/2000,1506.449951,1523.949951,1506.449951,1514.089966,733600000,1506.58999,0.507153589
8/29/2000,1514.089966,1514.810059,1505.459961,1509.839966,795600000,1508.931983,-0.280696662
8/30/2000,1509.839966,1510.48999,1500.089966,1502.589966,818400000,1508.255982,-0.480183341
8/31/2000,1502.589966,1525.209961,1502.589966,1517.680054,1056600000,1510.129981,1.004271847
9/1/2000,1517.680054,1530.089966,1515.530029,1520.77002,767700000,1512.993994,0.203597984
9/5/2000,1520.77002,1520.77002,1504.209961,1507.079956,838500000,1511.591992,-0.900206068
9/6/2000,1507.079956,1512.609985,1492.119995,1492.25,995100000,1508.073999,-0.984019192
9/7/2000,1492.25,1505.339966,1492.25,1502.51001,985500000,1508.058008,0.687553024
9/8/2000,1502.51001,1502.51001,1489.880005,1494.5,961000000,1503.421997,-0.533108595
9/11/2000,1494.5,1506.76001,1483.01001,1489.26001,899300000,1497.119995,-0.350618267
9/12/2000,1489.26001,1496.930054,1479.670044,1481.98999,991200000,1492.102002,-0.488163246
9/13/2000,1481.98999,1487.449951,1473.609985,1484.910034,1068300000,1490.634009,0.197035339
9/14/2000,1484.910034,1494.160034,1476.72998,1480.869995,1014000000,1486.306006,-0.272072981
9/15/2000,1480.869995,1480.959961,1460.219971,1465.810059,1268400000,1480.568018,-1.016965436
9/18/2000,1465.810059,1467.77002,1441.920044,1444.51001,962500000,1471.618018,-1.453124767
9/19/2000,1444.51001,1461.160034,1444.51001,1459.900024,1024900000,1467.200024,1.065414147
9/20/2000,1459.900024,1460.48999,1430.949951,1451.339966,1104000000,1460.486011,-0.586345493
9/21/2000,1451.339966,1452.77002,1436.300049,1449.050049,1105400000,1454.122022,-0.157779504
9/22/2000,1449.050049,1449.050049,1421.880005,1448.719971,1185500000,1450.704004,-0.022778923
9/25/2000,1448.719971,1457.420044,1435.930054,1439.030029,982400000,1449.608008,-0.668862319
9/26/2000,1439.030029,1448.040039,1425.25,1427.209961,1106600000,1443.069995,-0.821391337
9/27/2000,1427.209961,1437.219971,1419.439941,1426.569946,1174700000,1438.115991,-0.044843787
9/28/2000,1426.569946,1461.689941,1425.780029,1458.290039,1206200000,1439.963989,2.223521748
9/29/2000,1458.290039,1458.290039,1436.290039,1436.51001,1197100000,1437.521997,-1.493532042
10/2/2000,1436.52002,1445.599976,1429.829956,1436.22998,1051200000,1436.961987,-0.019493773
10/3/2000,1436.22998,1454.819946,1425.280029,1426.459961,1098100000,1436.811987,-0.680254495
10/4/2000,1426.459961,1439.98999,1416.310059,1434.319946,1167400000,1438.361987,0.551013363
10/5/2000,1434.319946,1444.170044,1431.800049,1436.280029,1176100000,1433.959985,0.136655912
10/6/2000,1436.280029,1443.300049,1397.060059,1408.98999,1150100000,1428.455981,-1.900050022
10/9/2000,1408.98999,1409.689941,1392.47998,1402.030029,716600000,1421.615991,-0.493968094
10/10/2000,1402.030029,1408.829956,1383.849976,1387.02002,1044000000,1413.728003,-1.070591121
10/11/2000,1387.02002,1387.02002,1349.670044,1364.589966,1387500000,1399.782007,-1.617139888
10/12/2000,1364.589966,1374.930054,1328.060059,1329.780029,1388600000,1378.482007,-2.550944816
10/13/2000,1329.780029,1374.170044,1327.079956,1374.170044,1223900000,1371.518018,3.338147215
10/16/2000,1374.170044,1379.47998,1365.060059,1374.619995,1005400000,1366.036011,0.032743473
10/17/2000,1374.619995,1380.98999,1342.339966,1349.969971,1161500000,1358.626001,-1.793224607
10/18/2000,1349.969971,1356.650024,1305.790039,1342.130005,1441700000,1354.134009,-0.58075114
10/19/2000,1342.130005,1389.930054,1342.130005,1388.76001,1297900000,1365.930005,3.47432848
10/20/2000,1388.76001,1408.469971,1382.189941,1396.930054,1177400000,1370.482007,0.588297758
10/23/2000,1396.930054,1406.959961,1387.75,1395.780029,1046800000,1374.714014,-0.082325167
10/24/2000,1395.780029,1415.640015,1388.130005,1398.130005,1158600000,1384.346021,0.168362919
10/25/2000,1398.130005,1398.130005,1362.209961,1364.900024,1315600000,1388.900024,-2.376744715
10/26/2000,1364.900024,1372.719971,1337.810059,1364.439941,1303800000,1384.036011,-0.033708183
10/27/2000,1364.439941,1384.569946,1364.130005,1379.579956,1086300000,1380.565991,1.109613882
10/30/2000,1379.579956,1406.359985,1376.859985,1398.660034,1186500000,1381.141992,1.383035316
10/31/2000,1398.660034,1432.219971,1398.660034,1429.400024,1366400000,1387.395996,2.197817143
11/1/2000,1429.400024,1429.599976,1410.449951,1421.219971,1206800000,1398.659985,-0.572271783
11/2/2000,1421.219971,1433.400024,1421.219971,1428.319946,1167700000,1411.435986,0.499569042
11/3/2000,1428.319946,1433.209961,1420.920044,1426.689941,997700000,1420.857983,-0.11412044
11/6/2000,1428.76001,1438.459961,1427.719971,1432.189941,930900000,1427.563965,0.38550773
11/7/2000,1432.189941,1436.219971,1423.26001,1431.869995,880900000,1428.057959,-0.022339635
11/8/2000,1431.869995,1437.280029,1408.780029,1409.280029,909300000,1425.66997,-1.577654821
11/9/2000,1409.280029,1409.280029,1369.680054,1400.140015,1111000000,1420.033984,-0.648559109
11/10/2000,1400.140015,1400.140015,1365.969971,1365.97998,962500000,1407.891992,-2.439758498
11/13/2000,1365.97998,1365.97998,1328.619995,1351.26001,1129300000,1391.706006,-1.077612426
11/14/2000,1351.26001,1390.060059,1351.26001,1382.949951,1118800000,1381.921997,2.345214153
11/15/2000,1382.949951,1395.959961,1374.75,1389.810059,1066800000,1378.028003,0.496048899
11/16/2000,1389.810059,1394.76001,1370.390015,1372.319946,956300000,1372.463989,-1.258453476
11/17/2000,1372.319946,1384.849976,1355.550049,1367.719971,1070400000,1372.811987,-0.335196979
11/20/2000,1367.719971,1367.719971,1341.670044,1342.619995,955800000,1371.083984,-1.835169226
11/21/2000,1342.619995,1355.869995,1333.619995,1347.349976,1137100000,1363.963989,0.352294843
11/22/2000,1347.349976,1347.349976,1321.890015,1322.359985,963200000,1350.473975,-1.854751285
11/24/2000,1322.359985,1343.829956,1322.359985,1341.77002,404870000,1344.363989,1.467832906
11/27/2000,1341.77002,1362.5,1341.77002,1348.969971,946100000,1340.613989,0.536600974
11/28/2000,1348.969971,1358.810059,1334.969971,1336.089966,1028200000,1339.307984,-0.954802944
11/29/2000,1336.089966,1352.380005,1329.280029,1341.930054,402100000,1338.223999,0.437102901
11/30/2000,1341.910034,1341.910034,1294.900024,1314.949951,1186530000,1336.741992,-2.010544657
12/1/2000,1314.949951,1334.670044,1307.02002,1315.22998,1195200000,1331.433984,0.021295792
12/4/2000,1315.180054,1332.060059,1310.22998,1324.969971,1103000000,1326.633984,0.740554211
12/5/2000,1324.969971,1376.560059,1324.969971,1376.540039,900300000,1334.723999,3.892168814
12/6/2000,1376.540039,1376.540039,1346.150024,1351.459961,1399300000,1336.62998,-1.82196502
12/7/2000,1351.459961,1353.5,1339.26001,1343.550049,1128000000,1342.35,-0.585286448
12/8/2000,1343.550049,1380.329956,1343.550049,1369.890015,1358300000,1353.282007,1.960475236
12/11/2000,1369.890015,1389.050049,1364.140015,1380.199951,1202400000,1364.328003,0.752610493
12/12/2000,1380.199951,1380.27002,1370.27002,1371.180054,1083400000,1363.256006,-0.653521035
12/13/2000,1371.180054,1385.819946,1358.47998,1359.98999,1195100000,1364.962012,-0.816090051
12/14/2000,1359.98999,1359.98999,1340.47998,1340.930054,1061300000,1364.438013,-1.401476198
12/15/2000,1340.930054,1340.930054,1305.380005,1312.150024,1561100000,1352.890015,-2.146273768
12/18/2000,1312.150024,1332.319946,1312.150024,1322.73999,1189900000,1341.398022,0.807069756
12/19/2000,1322.959961,1346.439941,1305.199951,1305.599976,1324900000,1328.282007,-1.29579616
12/20/2000,1305.599976,1305.599976,1261.160034,1264.73999,1421600000,1309.232007,-3.129594573
12/21/2000,1264.73999,1285.310059,1254.069946,1274.859985,1449900000,1296.017993,0.800164072
12/22/2000,1274.859985,1305.969971,1274.859985,1305.949951,1087100000,1294.777978,2.438696513
12/26/2000,1305.969971,1315.939941,1301.640015,1315.189941,806500000,1293.267969,0.707530177
12/27/2000,1315.189941,1332.030029,1310.959961,1328.920044,1092700000,1297.931982,1.043963505
12/28/2000,1328.920044,1335.930054,1325.780029,1334.219971,1015300000,1311.827978,0.398814588
12/29/2000,1334.219971,1340.099976,1317.51001,1320.280029,1035500000,1320.911987,-1.04480088
1/2/2001,1320.280029,1320.280029,1276.050049,1283.27002,1129400000,1316.376001,-2.803193882
1/3/2001,1283.27002,1347.76001,1274.619995,1347.560059,1880700000,1322.850025,5.00986059
1/4/2001,1347.560059,1350.23999,1329.140015,1333.339966,2131000000,1323.734009,-1.055247438
1/5/2001,1333.339966,1334.77002,1294.949951,1298.349976,1430800000,1316.56001,-2.624236196
1/8/2001,1298.349976,1298.349976,1276.290039,1295.859985,1115500000,1311.676001,-0.191781187
1/9/2001,1295.859985,1311.719971,1295.140015,1300.800049,1191300000,1315.182007,0.381218963
1/10/2001,1300.800049,1313.76001,1287.280029,1313.27002,1296500000,1308.323999,0.958638571
1/11/2001,1313.27002,1332.189941,1309.719971,1326.819946,1411200000,1307.019995,1.031769994
1/12/2001,1326.819946,1333.209961,1311.589966,1318.550049,1276000000,1311.06001,-0.623287058
1/16/2001,1318.319946,1327.810059,1313.329956,1326.650024,1205700000,1317.218018,0.614309256
1/17/2001,1326.650024,1346.920044,1325.410034,1329.469971,1349100000,1322.952002,0.212561486
1/18/2001,1329.890015,1352.709961,1327.410034,1347.969971,1445000000,1329.891992,1.391531994
1/19/2001,1347.969971,1354.550049,1336.73999,1342.540039,1407800000,1333.036011,-0.40282292
1/22/2001,1342.540039,1353.619995,1333.839966,1342.900024,1164000000,1337.906006,0.026813725
1/23/2001,1342.900024,1362.900024,1339.630005,1360.400024,1232600000,1344.656006,1.303149876
1/24/2001,1360.400024,1369.75,1357.280029,1364.300049,1309000000,1351.622021,0.286682221
1/25/2001,1364.300049,1367.349976,1354.630005,1357.51001,1258000000,1353.530029,-0.497693964
1/26/2001,1357.51001,1357.51001,1342.75,1354.949951,1098000000,1356.012012,-0.188584908
1/29/2001,1354.920044,1365.540039,1350.359985,1364.170044,1053100000,1360.266016,0.680474802
1/30/2001,1364.170044,1375.680054,1356.199951,1373.72998,1149800000,1362.932007,0.700787709
1/31/2001,1373.72998,1383.369995,1364.660034,1366.01001,1295300000,1363.273999,-0.561971429
2/1/2001,1366.01001,1373.5,1359.339966,1373.469971,1118800000,1366.465991,0.546113202
2/2/2001,1373.469971,1376.380005,1348.719971,1349.469971,1048400000,1365.369995,-1.747398961
2/5/2001,1349.469971,1354.560059,1344.47998,1354.310059,1013000000,1363.397998,0.358665854
2/6/2001,1354.310059,1363.550049,1350.040039,1352.26001,1059600000,1359.104004,-0.151372205
2/7/2001,1352.26001,1352.26001,1334.26001,1340.890015,1158300000,1354.080005,-0.84081426
2/8/2001,1341.099976,1350.319946,1332.420044,1332.530029,1107200000,1345.892017,-0.623465453
2/9/2001,1332.530029,1332.530029,1309.97998,1314.76001,1075500000,1338.950025,-1.333554863
2/12/2001,1314.76001,1330.959961,1313.640015,1330.310059,1039100000,1334.150025,1.182729082
2/13/2001,1330.310059,1336.619995,1317.51001,1318.800049,1075200000,1327.458032,-0.865212581
2/14/2001,1318.800049,1320.72998,1304.719971,1315.920044,1150300000,1322.464038,-0.218380717
2/15/2001,1315.920044,1331.290039,1315.920044,1326.609985,1153700000,1321.280029,0.812354903
2/16/2001,1326.609985,1326.609985,1293.180054,1301.530029,1257200000,1318.634033,-1.890529717
2/20/2001,1301.530029,1307.160034,1278.439941,1278.939941,1112200000,1308.36001,-1.735656304
2/21/2001,1278.939941,1282.969971,1253.160034,1255.27002,1208500000,1295.654004,-1.850745312
2/22/2001,1255.27002,1259.939941,1228.329956,1252.819946,1365900000,1283.033984,-0.195183025
2/23/2001,1252.819946,1252.819946,1215.439941,1245.859985,1231300000,1266.883984,-0.555543598
2/26/2001,1245.859985,1267.689941,1241.709961,1267.650024,1130800000,1260.107983,1.748995815
2/27/2001,1267.650024,1272.76001,1252.26001,1257.939941,1114100000,1255.907983,-0.765990835
2/28/2001,1257.939941,1263.469971,1229.650024,1239.939941,1225300000,1252.841967,-1.430910921
3/1/2001,1239.939941,1241.359985,1214.5,1241.22998,1294900000,1250.523974,0.104040442
3/2/2001,1241.22998,1251.01001,1219.73999,1234.180054,1294000000,1248.187988,-0.56797903
3/5/2001,1234.180054,1242.550049,1234.040039,1241.410034,929200000,1242.93999,0.585812417
3/6/2001,1241.410034,1267.420044,1241.410034,1253.800049,1091800000,1242.112012,0.99805984
3/7/2001,1253.800049,1263.859985,1253.800049,1261.890015,1132200000,1246.502026,0.645235738
3/8/2001,1261.890015,1266.5,1257.599976,1264.73999,1114100000,1251.204028,0.225849715
3/9/2001,1264.73999,1264.73999,1228.420044,1233.420044,1085900000,1251.052026,-2.476394061
3/12/2001,1233.420044,1233.420044,1176.780029,1180.160034,1229000000,1238.802026,-4.318075603
3/13/2001,1180.160034,1197.829956,1171.5,1197.660034,1360900000,1227.574023,1.48284974
3/14/2001,1197.660034,1197.660034,1155.349976,1166.709961,1397400000,1208.538013,-2.58421189
3/15/2001,1166.709961,1182.040039,1166.709961,1173.560059,1259500000,1190.302026,0.587129469
3/16/2001,1173.560059,1173.560059,1148.640015,1150.530029,1543560000,1173.724023,-1.962407448
3/19/2001,1150.530029,1173.5,1147.180054,1170.810059,1126200000,1171.854028,1.762668465
3/20/2001,1170.810059,1180.560059,1142.189941,1142.619995,1235900000,1160.846021,-2.407740161
3/21/2001,1142.619995,1149.390015,1118.73999,1122.140015,1346300000,1151.932031,-1.792370175
3/22/2001,1122.140015,1124.27002,1081.189941,1117.579956,1723950000,1140.736011,-0.406371659
3/23/2001,1117.579956,1141.829956,1117.579956,1139.829956,1364900000,1138.595996,1.990909007
3/26/2001,1139.829956,1160.02002,1139.829956,1152.689941,1114000000,1134.971973,1.128237149
3/27/2001,1152.689941,1183.349976,1150.959961,1182.170044,1314200000,1142.881982,2.557505011
3/28/2001,1182.170044,1182.170044,1147.829956,1153.290039,1333400000,1149.111987,-2.442965388
3/29/2001,1153.290039,1161.689941,1136.26001,1147.949951,1234500000,1155.185986,-0.463030792
3/30/2001,1147.949951,1162.800049,1143.829956,1160.329956,1280800000,1159.285986,1.078444665
4/2/2001,1160.329956,1169.51001,1137.51001,1145.869995,1254900000,1157.921997,-1.246193889
4/3/2001,1145.869995,1145.869995,1100.189941,1106.459961,1386100000,1142.77998,-3.439311106
4/4/2001,1106.459961,1117.5,1091.98999,1103.25,1425590000,1132.771973,-0.290110904
4/5/2001,1103.25,1151.469971,1103.25,1151.439941,1368000000,1133.469971,4.367998278
4/6/2001,1151.439941,1151.439941,1119.290039,1128.430054,1266800000,1127.08999,-1.99835755
4/9/2001,1128.430054,1146.130005,1126.380005,1137.589966,1062800000,1125.433984,0.811739458
4/10/2001,1137.589966,1173.920044,1137.589966,1168.380005,1349600000,1137.817993,2.706602548
4/11/2001,1168.380005,1182.23999,1160.26001,1165.890015,1290300000,1150.345996,-0.213114739
4/12/2001,1165.890015,1183.51001,1157.72998,1183.5,1102000000,1156.758008,1.510432783
4/16/2001,1183.5,1184.640015,1167.380005,1179.680054,913900000,1167.008008,-0.322766878
4/17/2001,1179.680054,1192.25,1168.900024,1191.810059,1109600000,1177.852027,1.028245325
4/18/2001,1191.810059,1248.420044,1191.810059,1238.160034,1918900000,1191.808032,3.889040426
4/19/2001,1238.160034,1253.709961,1233.390015,1253.689941,1486800000,1209.368018,1.254273
4/20/2001,1253.699951,1253.699951,1234.410034,1242.97998,1338700000,1221.264014,-0.8542751
4/23/2001,1242.97998,1242.97998,1217.469971,1224.359985,1012600000,1230.2,-1.498012462
4/24/2001,1224.359985,1233.540039,1208.890015,1209.469971,1216500000,1233.731982,-1.216146736
4/25/2001,1209.469971,1232.359985,1207.380005,1228.75,1203600000,1231.849975,1.594089102
4/26/2001,1228.75,1248.300049,1228.75,1234.52002,1345200000,1228.015991,0.469584537
4/27/2001,1234.52002,1253.069946,1234.52002,1253.050049,1091300000,1230.030005,1.500990563
4/30/2001,1253.050049,1269.300049,1243.98999,1249.459961,1266800000,1235.05,-0.286507949
5/1/2001,1249.459961,1266.469971,1243.550049,1266.439941,1181300000,1246.443994,1.358985524
5/2/2001,1266.439941,1272.930054,1257.699951,1267.430054,1342200000,1254.180005,0.07818081
5/3/2001,1267.430054,1267.430054,1239.880005,1248.579956,1137900000,1256.991992,-1.487269293
5/4/2001,1248.579956,1267.51001,1232,1266.609985,1082100000,1259.703979,1.444042803
5/7/2001,1266.609985,1270,1259.189941,1263.51001,949000000,1262.513989,-0.24474582
5/8/2001,1266.709961,1267.01001,1253,1261.199951,1006300000,1261.465991,-0.182828706
5/9/2001,1261.199951,1261.650024,1247.829956,1255.540039,1132400000,1259.087988,-0.448771981
5/10/2001,1255.540039,1268.140015,1254.560059,1255.180054,1056700000,1260.408008,-0.028671726
5/11/2001,1255.180054,1259.839966,1240.790039,1245.670044,906200000,1256.22002,-0.75766102
5/14/2001,1245.670044,1249.680054,1241.02002,1248.920044,858200000,1253.302026,0.260903761
5/15/2001,1248.920044,1257.449951,1245.359985,1249.439941,1071800000,1250.950024,0.041627725
5/16/2001,1249.439941,1286.390015,1243.02002,1284.98999,1405300000,1256.840015,2.845278739
5/17/2001,1284.98999,1296.47998,1282.650024,1288.48999,1355600000,1263.502002,0.272375663
5/18/2001,1288.48999,1292.060059,1281.150024,1291.959961,1130800000,1272.759985,0.269305235
5/21/2001,1291.959961,1312.949951,1287.869995,1312.829956,1174900000,1285.541968,1.615374751
5/22/2001,1312.829956,1315.930054,1306.890015,1309.380005,1260400000,1297.52998,-0.262787346
5/23/2001,1309.380005,1309.380005,1288.699951,1289.050049,1134800000,1298.341992,-1.552639869
5/24/2001,1289.050049,1295.040039,1281.219971,1293.170044,1100700000,1299.278003,0.31961482
5/25/2001,1293.170044,1293.170044,1276.420044,1277.890015,828100000,1296.464014,-1.181594723
5/29/2001,1277.890015,1278.420044,1265.410034,1267.930054,1026000000,1287.484033,-0.779406747
5/30/2001,1267.930054,1267.930054,1245.959961,1248.079956,1158600000,1275.224024,-1.565551502
5/31/2001,1248.079956,1261.910034,1248.069946,1255.819946,1226600000,1268.578003,0.620151775
6/1/2001,1255.819946,1265.339966,1246.880005,1260.670044,1015000000,1262.078003,0.386209664
6/4/2001,1260.670044,1267.170044,1256.359985,1267.109985,836500000,1259.921997,0.510834776
6/5/2001,1267.109985,1286.619995,1267.109985,1283.569946,1116800000,1263.049975,1.299015965
6/6/2001,1283.569946,1283.849976,1269.01001,1270.030029,1061900000,1267.43999,-1.054863979
6/7/2001,1270.030029,1277.079956,1265.079956,1276.959961,1089600000,1271.667993,0.545651035
6/8/2001,1276.959961,1277.109985,1259.98999,1264.959961,726200000,1272.525976,-0.939731892
6/11/2001,1264.959961,1264.959961,1249.22998,1254.390015,870100000,1269.981982,-0.835595302
6/12/2001,1254.390015,1261,1235.75,1255.849976,1136500000,1264.437988,0.116388124
6/13/2001,1255.849976,1259.75,1241.589966,1241.599976,1063600000,1258.751978,-1.134689674
6/14/2001,1241.599976,1241.599976,1218.900024,1219.869995,1242900000,1247.333985,-1.750159586
6/15/2001,1219.869995,1221.5,1203.030029,1214.359985,1635550000,1237.213989,-0.451688297
6/18/2001,1214.359985,1221.22998,1208.329956,1208.430054,1111600000,1228.021997,-0.488317391
6/19/2001,1208.430054,1226.109985,1207.709961,1212.579956,1184900000,1219.367993,0.343412677
6/20/2001,1212.579956,1225.609985,1210.069946,1223.140015,1350100000,1215.676001,0.870875273
6/21/2001,1223.140015,1240.23999,1220.25,1237.040039,1546820000,1219.11001,1.136421328
6/22/2001,1237.040039,1237.72998,1221.410034,1225.349976,1189200000,1221.308008,-0.9450028
6/25/2001,1225.349976,1231.5,1213.599976,1218.599976,1050100000,1223.341992,-0.55086303
6/26/2001,1218.599976,1220.699951,1204.640015,1216.76001,1198900000,1224.178003,-0.150990156
6/27/2001,1216.76001,1219.920044,1207.290039,1211.069946,1162100000,1221.763989,-0.467640616
6/28/2001,1211.069946,1234.439941,1211.069946,1226.199951,1327300000,1219.595972,1.249308931
6/29/2001,1226.199951,1237.290039,1221.140015,1224.380005,1832360000,1219.401978,-0.148421634
7/2/2001,1224.420044,1239.780029,1224.030029,1236.719971,1128300000,1223.025977,1.007854257
7/3/2001,1236.709961,1236.709961,1229.430054,1234.449951,622110000,1226.563965,-0.183551657
7/5/2001,1234.449951,1234.449951,1219.150024,1219.23999,934900000,1228.197974,-1.232124558
7/6/2001,1219.23999,1219.23999,1188.73999,1190.589966,1056700000,1221.075977,-2.349826469
7/9/2001,1190.589966,1201.76001,1189.75,1198.780029,1045700000,1215.955981,0.687899548
